Timestamp(ms),Current(uA),D0-D7
3682.42,15.917,00000000
3682.43,15.961,00000000
3682.44,15.873,00000000
3682.45,15.830,00000000
3682.46,15.699,00000000
3682.47,15.611,00000000
3682.48,15.524,00000000
3682.49,15.480,00000000
3682.5,15.742,00000000
3682.51,15.611,00000000
3682.52,15.567,00000000
3682.53,15.567,00000000
3682.54,15.655,00000000
3682.55,15.567,00000000
3682.56,15.567,00000000
3682.57,15.611,00000000
3682.58,15.567,00000000
3682.59,15.742,00000000
3682.6,15.786,00000000
3682.61,15.611,00000000
3682.62,15.480,00000000
3682.63,15.567,00000000
3682.64,15.480,00000000
3682.65,15.305,00000000
3682.66,15.392,00000000
3682.67,15.349,00000000
3682.68,15.567,00000000
3682.69,15.436,00000000
3682.7,15.436,00000000
3682.71,15.392,00000000
3682.72,15.436,00000000
3682.73,15.436,00000000
3682.74,15.524,00000000
3682.75,15.655,00000000
3682.76,15.524,00000000
3682.77,15.655,00000000
3682.78,15.349,00000000
3682.79,15.480,00000000
3682.8,15.436,00000000
3682.81,15.524,00000000
3682.82,15.436,00000000
3682.83,15.217,00000000
3682.84,15.261,00000000
3682.85,15.174,00000000
3682.86,15.130,00000000
3682.87,15.130,00000000
3682.88,15.086,00000000
3682.89,14.999,00000000
3682.9,15.042,00000000
3682.91,15.174,00000000
3682.92,15.305,00000000
3682.93,15.174,00000000
3682.94,15.305,00000000
3682.95,15.392,00000000
3682.96,15.261,00000000
3682.97,15.261,00000000
3682.98,15.261,00000000
3682.99,15.086,00000000
3683,15.042,00000000
3683.01,15.261,00000000
3683.02,15.086,00000000
3683.03,15.086,00000000
3683.04,15.042,00000000
3683.05,14.955,00000000
3683.06,14.955,00000000
3683.07,14.867,00000000
3683.08,14.736,00000000
3683.09,14.867,00000000
3683.1,14.780,00000000
3683.11,14.911,00000000
3683.12,14.824,00000000
3683.13,14.692,00000000
3683.14,14.824,00000000
3683.15,14.780,00000000
3683.16,14.649,00000000
3683.17,14.692,00000000
3683.18,14.605,00000000
3683.19,14.605,00000000
3683.2,14.649,00000000
3683.21,14.692,00000000
3683.22,14.649,00000000
3683.23,14.605,00000000
3683.24,14.517,00000000
3683.25,14.649,00000000
3683.26,14.649,00000000
3683.27,14.692,00000000
3683.28,14.692,00000000
3683.29,14.430,00000000
3683.3,14.386,00000000
3683.31,14.386,00000000
3683.32,14.386,00000000
3683.33,14.299,00000000
3683.34,19.548,00000000
3683.35,22.348,00000000
3683.36,22.829,00000000
3683.37,22.829,00000000
3683.38,22.742,00000000
3683.39,22.742,00000000
3683.4,22.567,00000000
3683.41,22.479,00000000
3683.42,22.654,00000000
3683.43,22.567,00000000
3683.44,22.567,00000000
3683.45,22.392,00000000
3683.46,22.523,00000000
3683.47,22.348,00000000
3683.48,22.304,00000000
3683.49,22.435,00000000
3683.5,22.479,00000000
3683.51,22.435,00000000
3683.52,22.217,00000000
3683.53,22.217,00000000
3683.54,22.173,00000000
3683.55,22.129,00000000
3683.56,22.129,00000000
3683.57,21.867,00000000
3683.58,22.173,00000000
3683.59,22.085,00000000
3683.6,22.173,00000000
3683.61,22.042,00000000
3683.62,22.085,00000000
3683.63,21.910,00000000
3683.64,21.954,00000000
3683.65,21.910,00000000
3683.66,21.954,00000000
3683.67,21.867,00000000
3683.68,21.867,00000000
3683.69,21.867,00000000
3683.7,21.779,00000000
3683.71,21.823,00000000
3683.72,21.779,00000000
3683.73,21.735,00000000
3683.74,21.692,00000000
3683.75,21.954,00000000
3683.76,21.823,00000000
3683.77,21.954,00000000
3683.78,21.735,00000000
3683.79,21.779,00000000
3683.8,21.735,00000000
3683.81,21.910,00000000
3683.82,21.735,00000000
3683.83,21.648,00000000
3683.84,21.648,00000000
3683.85,21.648,00000000
3683.86,21.648,00000000
3683.87,21.473,00000000
3683.88,21.342,00000000
3683.89,21.429,00000000
3683.9,21.385,00000000
3683.91,21.298,00000000
3683.92,21.210,00000000
3683.93,21.342,00000000
3683.94,21.167,00000000
3683.95,20.904,00000000
3683.96,20.992,00000000
3683.97,20.904,00000000
3683.98,20.860,00000000
3683.99,20.904,00000000
3684,20.817,00000000
3684.01,20.773,00000000
3684.02,20.642,00000000
3684.03,20.773,00000000
3684.04,20.598,00000000
3684.05,20.729,00000000
3684.06,20.817,00000000
3684.07,21.123,00000000
3684.08,21.123,00000000
3684.09,21.035,00000000
3684.1,20.948,00000000
3684.11,20.817,00000000
3684.12,20.904,00000000
3684.13,20.773,00000000
3684.14,20.904,00000000
3684.15,20.860,00000000
3684.16,20.817,00000000
3684.17,20.642,00000000
3684.18,20.598,00000000
3684.19,20.423,00000000
3684.2,20.467,00000000
3684.21,20.467,00000000
3684.22,20.467,00000000
3684.23,20.336,00000000
3684.24,20.379,00000000
3684.25,20.248,00000000
3684.26,20.642,00000000
3684.27,20.554,00000000
3684.28,20.554,00000000
3684.29,20.685,00000000
3684.3,20.511,00000000
3684.31,20.642,00000000
3684.32,20.598,00000000
3684.33,20.511,00000000
3684.34,20.423,00000000
3684.35,20.423,00000000
3684.36,20.379,00000000
3684.37,20.423,00000000
3684.38,20.073,00000000
3684.39,20.248,00000000
3684.4,20.117,00000000
3684.41,20.161,00000000
3684.42,20.161,00000000
3684.43,20.117,00000000
3684.44,19.986,00000000
3684.45,20.073,00000000
3684.46,19.986,00000000
3684.47,19.942,00000000
3684.48,20.029,00000000
3684.49,20.029,00000000
3684.5,19.898,00000000
3684.51,20.161,00000000
3684.52,20.204,00000000
3684.53,20.029,00000000
3684.54,20.029,00000000
3684.55,19.898,00000000
3684.56,19.942,00000000
3684.57,19.811,00000000
3684.58,19.854,00000000
3684.59,19.942,00000000
3684.6,19.723,00000000
3684.61,19.636,00000000
3684.62,19.723,00000000
3684.63,19.592,00000000
3684.64,19.679,00000000
3684.65,19.504,00000000
3684.66,19.417,00000000
3684.67,19.504,00000000
3684.68,19.461,00000000
3684.69,19.329,00000000
3684.7,19.548,00000000
3684.71,19.461,00000000
3684.72,19.592,00000000
3684.73,19.592,00000000
3684.74,19.679,00000000
3684.75,19.548,00000000
3684.76,19.504,00000000
3684.77,19.767,00000000
3684.78,19.504,00000000
3684.79,19.461,00000000
3684.8,19.286,00000000
3684.81,19.329,00000000
3684.82,19.286,00000000
3684.83,19.067,00000000
3684.84,19.111,00000000
3684.85,19.111,00000000
3684.86,19.067,00000000
3684.87,18.936,00000000
3684.88,18.979,00000000
3684.89,18.936,00000000
3684.9,18.892,00000000
3684.91,18.717,00000000
3684.92,18.848,00000000
3684.93,18.761,00000000
3684.94,18.804,00000000
3684.95,18.673,00000000
3684.96,18.717,00000000
3684.97,18.542,00000000
3684.98,18.411,00000000
3684.99,18.323,00000000
3685,18.411,00000000
3685.01,18.323,00000000
3685.02,18.323,00000000
3685.03,18.454,00000000
3685.04,18.367,00000000
3685.05,18.367,00000000
3685.06,18.454,00000000
3685.07,18.367,00000000
3685.08,18.192,00000000
3685.09,18.061,00000000
3685.1,18.061,00000000
3685.11,18.279,00000000
3685.12,18.105,00000000
3685.13,18.061,00000000
3685.14,18.105,00000000
3685.15,18.061,00000000
3685.16,18.148,00000000
3685.17,17.973,00000000
3685.18,17.930,00000000
3685.19,18.017,00000000
3685.2,17.973,00000000
3685.21,18.061,00000000
3685.22,18.061,00000000
3685.23,17.930,00000000
3685.24,18.105,00000000
3685.25,17.886,00000000
3685.26,17.886,00000000
3685.27,17.930,00000000
3685.28,17.798,00000000
3685.29,17.930,00000000
3685.3,17.711,00000000
3685.31,17.711,00000000
3685.32,17.930,00000000
3685.33,17.886,00000000
3685.34,18.061,00000000
3685.35,18.017,00000000
3685.36,18.148,00000000
3685.37,18.061,00000000
3685.38,18.105,00000000
3685.39,17.842,00000000
3685.4,17.798,00000000
3685.41,17.623,00000000
3685.42,17.623,00000000
3685.43,17.580,00000000
3685.44,17.711,00000000
3685.45,17.667,00000000
3685.46,17.842,00000000
3685.47,17.580,00000000
3685.48,17.623,00000000
3685.49,17.580,00000000
3685.5,17.448,00000000
3685.51,17.492,00000000
3685.52,17.536,00000000
3685.53,17.448,00000000
3685.54,17.580,00000000
3685.55,17.536,00000000
3685.56,17.667,00000000
3685.57,17.536,00000000
3685.58,17.448,00000000
3685.59,17.361,00000000
3685.6,17.492,00000000
3685.61,17.405,00000000
3685.62,17.405,00000000
3685.63,17.273,00000000
3685.64,17.317,00000000
3685.65,17.361,00000000
3685.66,17.361,00000000
3685.67,17.361,00000000
3685.68,17.273,00000000
3685.69,17.142,00000000
3685.7,17.186,00000000
3685.71,17.273,00000000
3685.72,17.142,00000000
3685.73,17.186,00000000
3685.74,17.405,00000000
3685.75,17.098,00000000
3685.76,17.142,00000000
3685.77,17.055,00000000
3685.78,16.967,00000000
3685.79,17.098,00000000
3685.8,16.967,00000000
3685.81,16.880,00000000
3685.82,16.923,00000000
3685.83,16.661,00000000
3685.84,16.748,00000000
3685.85,16.661,00000000
3685.86,16.573,00000000
3685.87,16.530,00000000
3685.88,16.573,00000000
3685.89,16.530,00000000
3685.9,16.486,00000000
3685.91,16.573,00000000
3685.92,16.442,00000000
3685.93,16.398,00000000
3685.94,16.573,00000000
3685.95,16.442,00000000
3685.96,16.530,00000000
3685.97,16.398,00000000
3685.98,16.398,00000000
3685.99,16.355,00000000
3686,16.355,00000000
3686.01,16.311,00000000
3686.02,16.355,00000000
3686.03,16.355,00000000
3686.04,16.267,00000000
3686.05,16.398,00000000
3686.06,16.355,00000000
3686.07,16.311,00000000
3686.08,16.442,00000000
3686.09,16.355,00000000
3686.1,16.267,00000000
3686.11,16.398,00000000
3686.12,16.267,00000000
3686.13,16.398,00000000
3686.14,16.486,00000000
3686.15,16.223,00000000
3686.16,16.355,00000000
3686.17,16.355,00000000
3686.18,16.267,00000000
3686.19,16.180,00000000
3686.2,16.092,00000000
3686.21,15.961,00000000
3686.22,16.136,00000000
3686.23,16.048,00000000
3686.24,16.136,00000000
3686.25,16.005,00000000
3686.26,15.786,00000000
3686.27,15.830,00000000
3686.28,15.961,00000000
3686.29,15.961,00000000
3686.3,15.873,00000000
3686.31,15.655,00000000
3686.32,15.786,00000000
3686.33,15.742,00000000
3686.34,15.655,00000000
3686.35,15.655,00000000
3686.36,15.655,00000000
3686.37,15.655,00000000
3686.38,15.742,00000000
3686.39,15.567,00000000
3686.4,15.611,00000000
3686.41,15.436,00000000
3686.42,15.699,00000000
3686.43,15.830,00000000
3686.44,15.699,00000000
3686.45,15.611,00000000
3686.46,15.655,00000000
3686.47,15.567,00000000
3686.48,15.611,00000000
3686.49,15.567,00000000
3686.5,15.611,00000000
3686.51,15.611,00000000
3686.52,15.830,00000000
3686.53,15.917,00000000
3686.54,15.655,00000000
3686.55,15.873,00000000
3686.56,15.917,00000000
3686.57,15.611,00000000
3686.58,15.786,00000000
3686.59,15.742,00000000
3686.6,15.611,00000000
3686.61,15.611,00000000
3686.62,15.524,00000000
3686.63,15.655,00000000
3686.64,15.567,00000000
3686.65,15.611,00000000
3686.66,15.524,00000000
3686.67,15.392,00000000
3686.68,15.480,00000000
3686.69,15.217,00000000
3686.7,15.261,00000000
3686.71,15.086,00000000
3686.72,15.174,00000000
3686.73,15.086,00000000
3686.74,15.042,00000000
3686.75,14.911,00000000
3686.76,14.824,00000000
3686.77,14.736,00000000
3686.78,14.867,00000000
3686.79,14.955,00000000
3686.8,14.824,00000000
3686.81,14.736,00000000
3686.82,14.736,00000000
3686.83,14.692,00000000
3686.84,14.692,00000000
3686.85,14.649,00000000
3686.86,14.605,00000000
3686.87,14.474,00000000
3686.88,14.386,00000000
3686.89,14.474,00000000
3686.9,14.561,00000000
3686.91,14.561,00000000
3686.92,14.605,00000000
3686.93,14.474,00000000
3686.94,14.430,00000000
3686.95,14.342,00000000
3686.96,14.299,00000000
3686.97,14.342,00000000
3686.98,14.386,00000000
3686.99,14.342,00000000
3687,14.299,00000000
3687.01,14.299,00000000
3687.02,14.342,00000000
3687.03,14.342,00000000
3687.04,14.255,00000000
3687.05,14.255,00000000
3687.06,14.211,00000000
3687.07,14.211,00000000
3687.08,14.167,00000000
3687.09,14.080,00000000
3687.1,13.992,00000000
3687.11,13.861,00000000
3687.12,14.124,00000000
3687.13,14.080,00000000
3687.14,13.861,00000000
3687.15,14.036,00000000
3687.16,14.167,00000000
3687.17,14.036,00000000
3687.18,14.080,00000000
3687.19,14.167,00000000
3687.2,14.036,00000000
3687.21,13.992,00000000
3687.22,13.861,00000000
3687.23,13.861,00000000
3687.24,13.817,00000000
3687.25,13.817,00000000
3687.26,13.949,00000000
3687.27,14.036,00000000
3687.28,13.774,00000000
3687.29,13.774,00000000
3687.3,13.730,00000000
3687.31,13.599,00000000
3687.32,13.686,00000000
3687.33,13.730,00000000
3687.34,13.642,00000000
3687.35,13.730,00000000
3687.36,20.511,00000000
3687.37,22.217,00000000
3687.38,22.260,00000000
3687.39,22.348,00000000
3687.4,22.217,00000000
3687.41,22.435,00000000
3687.42,22.260,00000000
3687.43,22.348,00000000
3687.44,22.260,00000000
3687.45,22.479,00000000
3687.46,22.523,00000000
3687.47,22.523,00000000
3687.48,22.435,00000000
3687.49,22.260,00000000
3687.5,22.129,00000000
3687.51,22.173,00000000
3687.52,22.042,00000000
3687.53,22.042,00000000
3687.54,21.998,00000000
3687.55,22.085,00000000
3687.56,21.867,00000000
3687.57,21.910,00000000
3687.58,21.779,00000000
3687.59,21.867,00000000
3687.6,21.779,00000000
3687.61,21.823,00000000
3687.62,21.560,00000000
3687.63,21.604,00000000
3687.64,21.604,00000000
3687.65,21.517,00000000
3687.66,21.648,00000000
3687.67,21.517,00000000
3687.68,21.692,00000000
3687.69,21.517,00000000
3687.7,21.517,00000000
3687.71,21.517,00000000
3687.72,21.298,00000000
3687.73,21.429,00000000
3687.74,21.298,00000000
3687.75,21.298,00000000
3687.76,21.210,00000000
3687.77,21.254,00000000
3687.78,21.342,00000000
3687.79,21.035,00000000
3687.8,21.167,00000000
3687.81,20.992,00000000
3687.82,21.123,00000000
3687.83,20.948,00000000
3687.84,21.079,00000000
3687.85,21.035,00000000
3687.86,21.123,00000000
3687.87,21.035,00000000
3687.88,21.123,00000000
3687.89,21.298,00000000
3687.9,21.123,00000000
3687.91,21.035,00000000
3687.92,21.079,00000000
3687.93,20.948,00000000
3687.94,20.992,00000000
3687.95,20.904,00000000
3687.96,20.992,00000000
3687.97,20.598,00000000
3687.98,20.729,00000000
3687.99,20.904,00000000
3688,20.904,00000000
3688.01,21.035,00000000
3688.02,20.992,00000000
3688.03,20.685,00000000
3688.04,20.773,00000000
3688.05,20.904,00000000
3688.06,20.511,00000000
3688.07,20.642,00000000
3688.08,20.511,00000000
3688.09,20.642,00000000
3688.1,20.554,00000000
3688.11,20.423,00000000
3688.12,20.423,00000000
3688.13,20.379,00000000
3688.14,20.423,00000000
3688.15,20.467,00000000
3688.16,20.642,00000000
3688.17,20.598,00000000
3688.18,20.685,00000000
3688.19,20.685,00000000
3688.2,20.729,00000000
3688.21,20.598,00000000
3688.22,20.379,00000000
3688.23,20.292,00000000
3688.24,20.292,00000000
3688.25,20.379,00000000
3688.26,20.161,00000000
3688.27,20.117,00000000
3688.28,20.117,00000000
3688.29,20.073,00000000
3688.3,20.029,00000000
3688.31,19.986,00000000
3688.32,20.029,00000000
3688.33,20.117,00000000
3688.34,20.248,00000000
3688.35,20.292,00000000
3688.36,20.336,00000000
3688.37,20.204,00000000
3688.38,20.292,00000000
3688.39,20.248,00000000
3688.4,20.204,00000000
3688.41,20.029,00000000
3688.42,19.986,00000000
3688.43,19.942,00000000
3688.44,20.029,00000000
3688.45,19.767,00000000
3688.46,19.679,00000000
3688.47,19.811,00000000
3688.48,19.636,00000000
3688.49,19.461,00000000
3688.5,19.592,00000000
3688.51,19.504,00000000
3688.52,19.461,00000000
3688.53,19.417,00000000
3688.54,19.286,00000000
3688.55,19.329,00000000
3688.56,19.242,00000000
3688.57,19.329,00000000
3688.58,19.154,00000000
3688.59,19.286,00000000
3688.6,19.242,00000000
3688.61,19.286,00000000
3688.62,19.329,00000000
3688.63,19.286,00000000
3688.64,19.329,00000000
3688.65,19.329,00000000
3688.66,19.286,00000000
3688.67,19.417,00000000
3688.68,19.373,00000000
3688.69,19.286,00000000
3688.7,19.111,00000000
3688.71,19.198,00000000
3688.72,19.111,00000000
3688.73,18.979,00000000
3688.74,19.111,00000000
3688.75,18.936,00000000
3688.76,18.892,00000000
3688.77,18.936,00000000
3688.78,18.892,00000000
3688.79,18.848,00000000
3688.8,18.892,00000000
3688.81,18.804,00000000
3688.82,18.979,00000000
3688.83,18.892,00000000
3688.84,18.761,00000000
3688.85,18.673,00000000
3688.86,18.804,00000000
3688.87,18.804,00000000
3688.88,18.586,00000000
3688.89,18.629,00000000
3688.9,18.586,00000000
3688.91,18.542,00000000
3688.92,18.542,00000000
3688.93,18.586,00000000
3688.94,18.454,00000000
3688.95,18.323,00000000
3688.96,18.323,00000000
3688.97,18.061,00000000
3688.98,18.279,00000000
3688.99,18.105,00000000
3689,18.105,00000000
3689.01,18.192,00000000
3689.02,18.236,00000000
3689.03,18.279,00000000
3689.04,18.148,00000000
3689.05,18.192,00000000
3689.06,18.061,00000000
3689.07,17.973,00000000
3689.08,17.973,00000000
3689.09,17.973,00000000
3689.1,17.973,00000000
3689.11,17.886,00000000
3689.12,17.842,00000000
3689.13,17.798,00000000
3689.14,17.755,00000000
3689.15,17.711,00000000
3689.16,17.930,00000000
3689.17,18.017,00000000
3689.18,17.886,00000000
3689.19,17.930,00000000
3689.2,17.930,00000000
3689.21,17.667,00000000
3689.22,17.580,00000000
3689.23,17.755,00000000
3689.24,17.755,00000000
3689.25,17.536,00000000
3689.26,17.580,00000000
3689.27,17.492,00000000
3689.28,17.536,00000000
3689.29,17.623,00000000
3689.3,17.536,00000000
3689.31,17.623,00000000
3689.32,17.755,00000000
3689.33,17.886,00000000
3689.34,17.755,00000000
3689.35,17.711,00000000
3689.36,17.711,00000000
3689.37,17.623,00000000
3689.38,17.492,00000000
3689.39,17.580,00000000
3689.4,17.492,00000000
3689.41,17.492,00000000
